OBJECTID,ID,CDMUN,NMMUN,SGUF,ISH,TPMAN,CSMAN,TPSIS,TPOPE,SHAPE_Length,SHAPE_Area
5206,5206,5102637,Campo Novo do Parecis,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.55548937606923,0.788298588564405
5207,5207,5102678,Campo Verde,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,5.44091217518395,0.454171769610263
5208,5208,5102686,Campos de Júlio,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.63858622047098,0.566856294871625
5209,5209,5102694,Canabrava do Norte,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.06579979768077,0.28580162793139
5210,5210,5102702,Canarana,MT,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,7.67394664574066,0.907937659838663
5211,5211,5102793,Carlinda,MT,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Concessionária Privada,2.46939150980872,0.199301990719163
5212,5212,5102850,Castanheira,MT,Média,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Autarquia Municipal,3.1209908275294,0.32335364447262
5213,5213,5103007,Chapada dos Guimarães,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,7.29230887940717,0.542358514823349
5214,5214,5103056,Cláudia,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,3.31426804958314,0.318957672472906
5215,5215,5103106,Cocalinho,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,8.63001638252736,1.38110150022443
5216,5216,5103205,Colíder,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,2.80274515811821,0.256456986528675
5217,5217,5103254,Colniza,MT,Baixa,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,11.5207723262937,2.29984575287425
5218,5218,5103304,Comodoro,MT,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Concessionária Privada,8.50161906740046,1.79437448380933
5219,5219,5103353,Confresa,MT,Máxima,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,3.94739140113308,0.479025468871158
5220,5220,5103361,Conquista D'Oeste,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.11967280926782,0.225190019001159
5221,5221,5103379,Cotriguaçu,MT,Baixa,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,5.49442939937212,0.775852441670282
5222,5222,5103403,Cuiabá,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,4.009998615494,0.275064742034235
5223,5223,5103437,Curvelândia,MT,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.14004335733013,0.0302565602482443
5224,5224,5103452,Denise,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.80426666673933,0.107305168632853
5225,5225,5103502,Diamantino,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,7.29925322724633,0.685615424675432
5226,5226,5103601,Dom Aquino,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.67675288571295,0.187483328241229
5227,5227,5103700,Feliz Natal,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,8.74086703164213,0.969237892786408
5228,5228,5103809,Figueirópolis D'Oeste,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.46041649366586,0.0748109635101233
5229,5229,5103858,Gaúcha do Norte,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,9.25048064274556,1.41100389128479
5230,5230,5103908,General Carneiro,MT,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.50399064960182,0.312603615006199
5231,5231,5103957,Glória D'Oeste,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.79208018320161,0.0703261824448743
5232,5232,5104104,Guarantã do Norte,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,3.34170551501175,0.390172918500514
5233,5233,5104203,Guiratinga,MT,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.6119647858122,0.426682207426872
5234,5234,5104500,Indiavaí,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.32312225272518,0.0498774630812116
5235,5235,5104526,Ipiranga do Norte,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.70010557834868,0.287779104377857
5236,5236,5104542,Itanhangá,MT,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.43986885181575,0.240685240535137
5237,5237,5104559,Itaúba,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.00866234468628,0.374830355051364
5238,5238,5104609,Itiquira,MT,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,6.28731543268112,0.73614439349324
5239,5239,5104807,Jaciara,MT,Média,Preponderantemente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.81663641345932,0.202319866437456
5240,5240,5104906,Jangada,MT,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Concessionária Privada,1.99299254502324,0.109146015856896
5241,5241,5105002,Jauru,MT,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Concessionária Privada,2.21150555701219,0.114313179313759
5242,5242,5105101,Juara,MT,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,8.39981818621098,1.87155436175021
5243,5243,5105150,Juína,MT,Baixa,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Autarquia Municipal,9.62950130177546,2.17043313545786
5244,5244,5105176,Juruena,MT,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,2.22250570938111,0.229414886862166
5245,5245,5105200,Juscimeira,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.80561379181189,0.229931870437604
5246,5246,5105234,Lambari D'Oeste,MT,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,2.62633855021101,0.148578717984502
5247,5247,5105259,Lucas do Rio Verde,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.84599577278263,0.306271107391928
5248,5248,5105309,Luciara,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.2290177292744,0.351004103191821
5249,5249,5105507,Vila Bela da Santíssima Trindade,MT,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,8.4187281913098,1.12876221468903
5250,5250,5105580,Marcelândia,MT,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,5.46341564496042,1.0149084109546
5251,5251,5105606,Matupá,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,6.28347308230542,0.430391150866452
5252,5252,5105622,Mirassol d'Oeste,MT,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.96509231169304,0.0910437891766342
5253,5253,5105903,Nobres,MT,Baixa,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Autarquia Municipal,5.13644018737517,0.327807245774993
5254,5254,5106000,Nortelândia,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,2.0495153795099,0.113415440011413
5255,5255,5106109,Nossa Senhora do Livramento,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,6.42355596407228,0.458951326996538
5256,5256,5106158,Nova Bandeirantes,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.72199508114486,0.790542733610267
5257,5257,5106174,Nova Nazaré,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.57009996496808,0.338016070740068
5258,5258,5106182,Nova Lacerda,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.54908956805304,0.401525712867534
5259,5259,5106190,Nova Santa Helena,MT,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,3.38801760259473,0.196459022955153
5260,5260,5106208,Nova Brasilândia,MT,Máxima,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.57608915775881,0.275262646972398
5261,5261,5106216,Nova Canaã do Norte,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.14429345051452,0.492159698578626
5262,5262,5106224,Nova Mutum,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,7.94408914357955,0.796252162422829
5263,5263,5106232,Nova Olímpia,MT,Média,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Autarquia Municipal,2.22894041695599,0.114830332141193
5264,5264,5106240,Nova Ubiratã,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,8.19666975025926,1.04153108986921
5265,5265,5106257,Nova Xavantina,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,6.27327001932457,0.463893546340829
5266,5266,5106265,Novo Mundo,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.53613194282403,0.477191358360147
5267,5267,5106273,Novo Horizonte do Norte,MT,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.51503636147004,0.0744205305983785
5268,5268,5106281,Novo São Joaquim,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.31096930242959,0.439752085560201
5269,5269,5106299,Paranaíta,MT,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.57972045992567,0.395031661846188
5270,5270,5106307,Paranatinga,MT,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,14.4426383338572,2.01889922447539
5271,5271,5106315,Novo Santo Antônio,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.18764236508289,0.365143594415731
5272,5272,5106372,Pedra Preta,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,3.19242257168066,0.343270868028282
5273,5273,5106422,Peixoto de Azevedo,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,8.80867501159732,1.18804679128661
5274,5274,5106455,Planalto da Serra,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.95657463291766,0.204864385090185
5275,5275,5106505,Poconé,MT,Alta,Preponderantemente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,9.7016497505638,1.44320693167417
5276,5276,5106653,Pontal do Araguaia,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.95094961861098,0.230973502191065
5277,5277,5106703,Ponte Branca,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.78131039080473,0.0581672741800952
5278,5278,5106752,Pontes e Lacerda,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,5.65077924048498,0.721685543386252
5279,5279,5106778,Porto Alegre do Norte,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.97263724268943,0.328401883001124
5280,5280,5106802,Porto dos Gaúchos,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.66108947122517,0.569071082192017
5281,5281,5106828,Porto Esperidião,MT,Máxima,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,3.55151086411394,0.490514559056148
5282,5282,5106851,Porto Estrela,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.45831257904399,0.173299527792182
5283,5283,5107008,Poxoréu,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,6.44345211354885,0.579965886776614
5284,5284,5107040,Primavera do Leste,MT,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,5.8841876105776,0.460875407858503
5285,5285,5107065,Querência,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,8.91655552257745,1.47728171609769
5286,5286,5107107,São José dos Quatro Marcos,MT,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.86050716853561,0.108508626340658
5287,5287,5107156,Reserva do Cabaçal,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.64022380426005,0.112737617528345
5288,5288,5107180,Ribeirão Cascalheira,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,6.43337556042014,0.945642585077217
5289,5289,5107198,Ribeirãozinho,MT,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.54795199928152,0.0529658658280806
5290,5290,5107206,Rio Branco,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.16886143669863,0.047254202958041
5291,5291,5107248,Santa Carmem,MT,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,3.78781618776526,0.319951149576396
5292,5292,5107263,Santo Afonso,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.79896815443278,0.0984286428339042
5293,5293,5107297,São José do Povo,MT,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.25109440914166,0.0379349241084442
5294,5294,5107305,São José do Rio Claro,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,4.4060664844782,0.378535166242341
5295,5295,5107354,São José do Xingu,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.42812722585187,0.616463251335585
5296,5296,5107404,São Pedro da Cipa,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.16174902340388,0.0290411899058403
5297,5297,5107578,Rondolândia,MT,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,5.8128688309569,1.046330792882
5298,5298,5107602,Rondonópolis,MT,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.44051800733733,0.396780306063283
5299,5299,5107701,Rosário Oeste,MT,Máxima,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,8.07264178999995,0.601801409989431
5300,5300,5107743,Santa Cruz do Xingu,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.47535297345142,0.466146214527412
5301,5301,5107750,Salto do Céu,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.27481608094146,0.147467502286565
5302,5302,5107768,Santa Rita do Trivelato,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.2340259667661,0.395859659143373
5303,5303,5107776,Santa Terezinha,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.98225731130026,0.533815074905473
5304,5304,5107792,Santo Antônio do Leste,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.12376122309454,0.285838537534346
5305,5305,5107800,Santo Antônio do Leverger,MT,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,9.63453181301808,0.799371316216033
5306,5306,5107859,São Félix do Araguaia,MT,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,10.1771938602271,1.3846890932891
5307,5307,5107875,Sapezal,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,6.78030729814101,1.13592435513258
5308,5308,5107883,Serra Nova Dourada,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.47444392523803,0.124554675881841
5309,5309,5107909,Sinop,MT,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,3.60366292893369,0.326879041558323
5310,5310,5107925,Sorriso,MT,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,8.07263474259284,0.77809321521115
5311,5311,5107941,Tabaporã,MT,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.37406711866066,0.699332416771677
5312,5312,5107958,Tangará da Serra,MT,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,8.84511581993523,0.972400111049345
